price,sale_month,sale_day,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,lat,long,sqft_living15,sqft_lot15,Yr_house,renovation,rnovation
220000,3,30,4,2,2340,10507,1,0,0,4,6,2340,0,47.3578,-122.178,990,10507,56,0,1
749000,5,22,4,2.5,2930,18199,2,0,0,3,9,2930,0,47.5937,-122.047,2930,33976,17,0,1
404000,4,20,3,2.5,2370,4324,2,0,0,3,8,2370,0,47.3515,-121.999,2370,4348,9,0,1
275000,7,15,4,2.25,2670,10050,1,0,0,4,8,1420,1250,47.3792,-122.28,2190,10050,53,0,1
183000,6,10,3,1.75,1330,9200,1,0,0,4,7,1330,0,47.2916,-122.185,1590,9200,42,0,1
410000,11,24,3,1.75,1530,26642,1,0,0,3,7,1180,350,47.7422,-122.097,1550,13566,27,0,1
236000,12,17,3,1.75,1300,8976,1,0,0,3,7,1300,0,47.3357,-122.305,1430,9750,48,0,1
460000,12,30,3,1.75,1290,8580,1,0,0,4,7,1290,0,47.6707,-122.174,1840,8580,53,0,1
291000,8,21,4,2.5,1860,6325,2,0,0,4,7,1860,0,47.3492,-122.03,1860,6449,24,0,1
760000,1,20,4,2.25,2590,12600,2,0,0,3,9,2590,0,47.5566,-122.162,2620,11050,36,0,1
390000,9,26,4,2.5,2570,22215,2,0,0,5,7,2570,0,47.4833,-122.157,2460,6533,57,0,1
1125000,10,24,5,3,3690,10260,1,0,4,4,9,2070,1620,47.5919,-122.176,3160,14000,48,0,1
188500,7,23,2,1.75,1240,2493,1,0,0,4,8,1240,0,47.3813,-122.322,1270,4966,30,0,1
515000,3,2,3,1.5,1660,5100,1,0,0,4,7,1210,450,47.5345,-122.383,1440,5100,61,0,1
600000,11,17,6,3,2600,9350,1,0,0,4,8,1340,1260,47.6198,-122.105,2090,9102,52,0,1
178500,3,23,3,1.75,1120,10450,1,0,0,3,7,1120,0,47.4418,-121.772,1250,10414,42,0,1
937500,3,24,3,1,1320,8500,1,0,0,4,7,1320,0,47.6187,-122.226,2790,10800,61,0,1
378500,7,8,3,2.5,2860,43821,2,0,0,4,9,2860,0,47.3163,-122.142,2370,65340,25,0,1
330000,4,10,3,3,2420,13959,1,0,0,4,8,1740,680,47.7486,-122.23,2570,13300,27,0,1
452500,2,12,4,2.5,2460,6454,2,0,0,3,7,2460,0,47.5381,-121.89,2320,4578,9,0,1
564500,4,21,4,2.75,3100,14568,2,0,0,3,8,3100,0,47.7302,-121.974,2860,14396,20,0,1
348000,4,14,3,1.5,1040,1824,1,0,0,3,6,1040,0,47.6793,-122.3,1010,5100,90,0,1
259000,2,26,3,2.5,2740,7980,2,0,0,4,7,2740,0,47.473,-122.3,1470,8611,51,0,1
698000,9,9,3,2.75,2640,11957,1,0,0,3,9,2260,380,47.6491,-122.12,2640,12641,37,0,1
627000,12,22,4,2.5,2750,11830,2,0,0,3,9,2750,0,47.4698,-122.121,2310,11830,1,0,1
195000,5,5,3,1.5,1200,7800,1,0,0,4,7,1200,0,47.3137,-122.212,1390,8415,57,0,1
355000,5,28,2,1,1270,3200,1,0,0,4,7,960,310,47.6565,-122.348,1410,1320,95,0,1
795000,9,17,5,2.5,3040,9570,1,0,2,4,8,1640,1400,47.5651,-122.164,2920,8800,49,0,1
265000,6,13,4,1.75,1900,10588,1,0,0,5,6,1900,0,47.289,-122.212,1530,10587,57,0,1
325000,4,3,4,2.5,1830,7762,2,0,0,3,8,1830,0,47.267,-122.31,2109,8966,22,0,1
550700,2,28,2,1,1010,5000,1,0,0,4,6,1010,0,47.6692,-122.297,1460,5000,107,0,1
1855000,10,15,5,3.25,5570,9600,2,0,0,5,9,3860,1710,47.6708,-122.262,3170,10400,63,0,1
580000,8,20,3,2.5,1740,1236,3,0,2,3,8,1740,0,47.5891,-122.387,1740,1280,7,0,1
179900,9,24,3,1.75,1230,12000,1,0,0,3,6,1230,0,47.2878,-122.251,1550,12000,45,0,1
714000,4,2,3,1.75,2260,11781,1,0,0,4,8,1520,740,47.5982,-122.128,2530,10176,47,0,1
511200,10,15,4,1.75,1480,7875,1,0,0,3,7,740,740,47.643,-122.397,1680,5851,88,0,1
580000,4,13,3,1.75,1850,2797,1,0,0,3,8,1150,700,47.6871,-122.336,1450,4599,38,0,1
544000,1,20,4,2.5,2340,6973,2,0,0,3,8,1930,410,47.5451,-121.882,2950,6908,10,0,1
635000,4,22,5,2.75,2620,5500,1,0,0,3,7,1710,910,47.6806,-122.388,1790,5500,104,0,1
540000,1,12,3,1.75,1630,1404,2,0,0,3,8,1020,610,47.6646,-122.367,1420,1670,1,0,1
308000,3,23,4,2.5,1960,5642,2,0,0,3,7,1960,0,47.3167,-122.187,1870,5250,17,0,1
247000,11,14,1,1,460,4120,1,0,0,3,4,460,0,47.4868,-122.199,990,4120,78,0,1
200000,6,6,2,1,1730,9610,1,0,0,3,7,1380,350,47.2956,-122.285,1310,9812,53,0,1
240000,11,11,3,1.75,1380,7500,1,0,0,3,7,1380,0,47.3628,-122.045,1530,7500,27,0,1
575000,5,6,3,2.5,1960,9535,2,0,0,3,8,1960,0,47.7371,-122.215,2520,9206,26,0,1
397000,6,20,4,2.5,2320,11717,2,0,0,3,8,2320,0,47.484,-121.78,2320,9714,18,0,1
550000,6,6,3,1.5,1900,5000,1,0,0,3,7,1640,260,47.6779,-122.294,2090,5000,89,0,1
611000,12,8,3,1,1850,5000,1,0,0,3,7,1850,0,47.6727,-122.351,1850,5000,93,0,1
280000,6,4,2,1,960,4920,1,0,0,3,6,960,0,47.6946,-122.362,1010,5040,73,0,1
718000,2,24,4,2.75,2930,4408,1,0,0,5,8,1660,1270,47.5841,-122.295,2200,4000,76,0,1
565000,3,12,3,2.25,1540,1005,3,0,0,3,8,1540,0,47.6828,-122.346,1510,1501,7,0,1
665000,12,11,3,1,1650,5102,1,0,0,4,8,1300,350,47.6524,-122.404,1440,5102,62,0,1
594000,3,19,4,1.75,2140,8000,1,0,0,4,8,1410,730,47.622,-122.139,2080,8000,50,0,1
365000,9,26,3,2.5,1780,1754,3,0,0,3,8,1780,0,47.548,-122.373,1780,1607,8,0,1
495500,3,25,3,2.5,2010,57934,1,0,0,3,7,2010,0,47.6262,-121.96,2040,55527,37,0,1
247500,3,25,3,1,1660,11060,1,0,0,4,7,1110,550,47.3311,-122.326,1890,11060,53,0,1
3200000,1,9,3,3.25,4560,13363,1,0,4,3,11,2760,1800,47.6205,-122.214,4060,13362,20,0,1
900000,8,14,4,2.5,3690,11468,2,0,0,3,11,3690,0,47.5699,-122.092,3370,10751,28,0,1
605000,12,26,4,2.25,2260,11900,2,0,0,3,9,2260,0,47.6415,-122.057,2470,11900,39,0,1
336000,2,2,3,3,1790,13350,1,0,0,3,7,1190,600,47.4958,-122.262,1740,10624,27,0,1
575000,7,14,5,2.5,2990,7500,1,0,2,3,9,1800,1190,47.7707,-122.369,2800,9860,43,0,1
210000,11,10,3,1,1040,8125,1,0,0,3,7,1040,0,47.3171,-122.316,1200,9375,59,0,1
375000,6,10,4,2.5,2210,9427,2,0,0,3,7,2210,0,47.4323,-122.327,1770,8770,16,0,1
549000,8,26,3,2,1560,5130,1,0,0,5,7,1150,410,47.6913,-122.333,1560,4500,100,0,1
740000,12,17,4,3.5,3060,4777,2,0,0,3,9,3060,0,47.555,-122,3060,4935,8,0,1
1980000,8,1,4,4,4360,12081,2,0,0,3,10,4360,0,47.6377,-122.219,2180,10800,8,0,1
880000,12,16,3,1.75,3860,9000,1,0,2,3,9,1930,1930,47.7431,-122.29,2960,9000,45,0,1
453246,5,12,3,2.5,2010,2287,2,0,0,3,8,1390,620,47.5517,-121.998,1690,1662,1,0,1
590000,4,17,4,3.5,3100,15842,2,0,0,3,8,2400,700,47.7466,-122.242,2200,19400,19,0,1
480680,9,24,3,2.5,1730,4924,2,0,0,3,8,1730,0,47.5672,-122.005,1610,4313,19,0,1
244000,8,29,3,1.75,1540,8885,1,0,0,4,7,1440,100,47.4031,-122.201,1540,12734,35,0,1
354000,7,18,5,1.75,1830,7986,1,0,0,4,7,1060,770,47.5208,-122.35,1410,7260,53,0,1
338000,12,9,3,2.5,1690,1760,2,0,0,3,8,1410,280,47.5387,-122.367,1740,1760,1,0,1
522000,9,12,3,1,1150,7080,1,0,0,3,7,1150,0,47.7106,-122.288,1490,7921,63,0,1
312500,12,15,3,3.25,1480,983,2,0,0,3,8,1180,300,47.5555,-122.363,1330,1062,2,0,1
225000,9,25,3,1,900,6099,1,0,0,3,6,790,110,47.4807,-122.289,1240,6099,71,0,1
360000,7,25,5,1.75,1550,5225,1,0,0,4,7,1550,0,47.554,-122.306,1220,5225,74,0,1
458000,6,13,3,2,2020,8555,1,0,0,4,7,1220,800,47.7278,-122.287,1600,8148,58,0,1
874000,12,26,4,2.75,2860,6867,1,0,1,5,7,1560,1300,47.6723,-122.263,2290,5350,69,0,1
490000,8,27,3,2.25,2550,8588,1,0,4,3,9,2550,0,47.7711,-122.195,3050,8588,26,0,1
139500,3,24,2,1.5,1230,1561,2,0,0,3,7,1230,0,47.3768,-122.149,1660,2243,32,0,1
530000,5,12,4,2.25,1940,8270,2,0,0,5,7,1940,0,47.7567,-122.333,1800,7743,53,0,1
430000,5,28,3,3.75,3890,7140,1,0,2,3,8,2390,1500,47.5073,-122.239,1820,7320,72,1,0
968060,8,19,4,2.5,2620,16200,1,0,2,4,7,1570,1050,47.6623,-122.196,3050,11875,65,1,0
275000,3,16,3,1.5,1350,7800,1,0,0,3,7,1350,0,47.4805,-122.158,1510,8040,56,0,1
625000,7,9,3,1.75,3160,76230,1,0,0,4,8,2160,1000,47.274,-122.287,1990,45789,37,0,1
447500,11,3,3,1.75,1950,6504,1,0,0,3,8,1530,420,47.6934,-122.328,1660,6552,62,0,1
250000,5,15,3,1,1230,10350,1,0,0,4,7,1230,0,47.428,-122.199,1510,10427,58,0,1
550000,7,8,3,3.5,2490,3582,2,0,0,3,8,1720,770,47.5338,-122.067,1445,1590,10,0,1
220000,1,15,3,1,1090,6320,1,0,0,3,6,890,200,47.4976,-122.35,1460,7080,61,0,1
145600,4,1,3,1,1170,7560,1,0,0,3,6,1170,0,47.4514,-122.178,1170,7560,57,0,1
690000,5,7,3,2,1760,6428,1,0,0,4,7,980,780,47.6388,-122.397,1760,6004,73,0,1
575000,4,16,3,2,2500,30056,1,0,0,5,8,1840,660,47.4468,-122.337,2500,30000,61,0,1
441000,3,28,2,1,1150,3000,1,0,0,3,6,780,370,47.5624,-122.291,1150,5000,100,0,1
1025000,4,23,3,2.75,2780,4000,2,0,2,5,8,1960,820,47.6565,-122.355,1490,4800,111,0,1
410000,7,10,3,1,1470,6500,1,0,0,4,7,1470,0,47.473,-122.362,1470,9300,62,0,1
267000,2,26,4,1.75,2000,7350,1,0,0,3,7,1100,900,47.3428,-122.303,1720,7350,52,0,1
1025000,10,7,5,3.5,5050,16500,2,0,2,3,11,5050,0,47.5863,-121.967,4570,16500,14,0,1
255000,4,24,2,1.5,1480,9660,1,0,0,3,7,1480,0,47.4577,-122.289,1990,9660,66,0,1
335750,2,23,3,3,2400,7260,1,0,0,3,7,1440,960,47.5045,-122.251,1060,7200,60,0,1
728000,10,16,3,1.5,1940,4000,1,0,0,3,8,1310,630,47.6205,-122.291,1940,4000,100,0,1
332900,3,16,3,1.5,1190,11996,1,0,0,4,7,1190,0,47.7561,-122.071,1190,9756,46,0,1
384950,5,30,3,2.5,1860,3690,2,0,0,3,7,1860,0,47.776,-122.239,1870,4394,15,0,1
585000,4,23,3,2.5,2290,5089,2,0,0,3,9,2290,0,47.5443,-122.172,2290,7984,14,0,1
1008000,10,18,3,2.5,2240,41339,1,0,0,4,9,2240,0,47.6483,-122.163,2900,45738,70,1,0
350000,5,11,3,2.5,1640,10424,2,0,0,3,7,1640,0,47.7345,-121.977,1560,10101,27,0,1
180000,12,1,3,1,1960,9583,2,0,0,2,5,1960,0,47.505,-122.171,1850,8324,107,0,1
449950,6,5,3,2.5,2170,4912,2,0,0,3,7,2170,0,47.7767,-122.239,2010,4395,12,0,1
460000,12,11,2,1.75,1390,4160,1,0,0,5,6,790,600,47.6681,-122.324,1090,4160,99,0,1
300000,11,10,5,1.75,2110,8500,1,0,0,3,7,1100,1010,47.7737,-122.35,2020,8500,53,0,1
279500,7,22,3,1.5,1200,8040,1,0,0,4,7,1200,0,47.4901,-122.341,1450,9315,56,0,1
417200,2,19,2,1,1000,4000,1,0,0,3,6,1000,0,47.6742,-122.396,1490,5000,105,0,1
620000,10,27,4,2.5,1900,9775,1,0,0,5,7,1900,0,47.6856,-122.168,1990,10500,48,0,1
336600,3,5,3,2.25,1654,8464,2,0,0,3,7,1654,0,47.3618,-122.033,1975,8515,20,0,1
850000,7,23,4,1,2500,35802,1,0,0,3,7,2500,0,47.6488,-122.153,2880,40510,60,0,1
350000,4,30,4,1,1510,7200,1,0,0,4,7,1510,0,47.761,-122.307,1950,10656,60,0,1
625000,8,18,2,1.5,1490,5750,1,0,0,4,7,1190,300,47.5872,-122.39,1590,4025,115,0,1
415000,3,12,4,2.5,2400,7292,1,0,0,3,8,1530,870,47.7749,-122.339,1710,7909,35,0,1
197000,5,6,3,1.75,1690,7735,1,0,0,4,7,1060,630,47.3324,-122.28,1580,7503,39,0,1
345000,4,21,2,1.5,830,920,2,0,0,3,7,830,0,47.5998,-122.306,830,1200,10,0,1
316500,3,5,3,2.5,1770,3873,2,0,0,3,7,1770,0,47.4648,-122.144,2280,4330,10,0,1
454900,2,26,3,1.75,2130,9775,1,0,0,4,8,1430,700,47.5326,-122.049,2130,11250,42,0,1
1238000,7,25,4,3.5,4670,6000,2,0,3,3,11,3820,850,47.5414,-121.994,4310,6000,8,0,1
1180000,8,18,4,3,2570,4000,2,0,0,3,8,1750,820,47.6743,-122.313,1970,4000,106,1,0
497000,7,18,3,2.25,1870,9315,1,0,0,3,7,1350,520,47.705,-122.202,2230,9579,40,0,1
548000,4,28,5,1.5,1700,7200,1,0,0,3,7,1700,0,47.7614,-122.203,1460,7194,78,0,1
423000,5,20,4,1.75,1940,6909,1,0,0,4,7,970,970,47.7108,-122.352,1460,6906,74,0,1
405000,4,3,4,2.5,2620,9359,2,0,0,3,9,2620,0,47.438,-122.152,2580,7433,28,0,1
715000,4,29,5,3,3490,6091,2,0,0,3,9,3490,0,47.7744,-122.225,2870,5932,6,0,1
400000,12,22,3,1,1300,14138,1,0,0,4,7,1300,0,47.593,-122.165,2440,12196,72,0,1
317000,3,15,3,1,1270,8925,1,0,0,5,7,1270,0,47.5124,-122.165,1270,8996,60,0,1
194000,10,15,3,1,1180,6050,1,0,0,3,6,820,360,47.4945,-122.249,1070,6050,71,0,1
197500,5,15,3,1,980,3090,1,0,0,3,6,980,0,47.5525,-122.277,980,3090,112,0,1
385000,6,23,4,2.75,2700,37011,2,0,0,3,9,2700,0,47.3496,-122.088,2700,37457,31,0,1
270000,2,24,4,1.5,1730,8505,1,0,0,4,7,1730,0,47.4905,-122.347,1510,8505,54,0,1
820000,3,10,5,2.5,3160,8000,1,0,0,4,7,1580,1580,47.5735,-122.208,2440,8079,55,0,1
157000,3,11,3,1,1080,6250,1,0,0,2,5,1080,0,47.5045,-122.33,1070,6250,65,0,1
428000,10,2,3,1.75,2120,9350,1,0,0,3,7,1280,840,47.7562,-122.145,2200,9000,36,0,1
217500,3,12,3,1,1040,9750,1,0,0,3,7,1040,0,47.4553,-122.274,1510,11100,56,0,1
435000,4,3,2,1,750,2786,1,0,0,5,7,750,0,47.6892,-122.393,1700,4653,68,0,1
564450,4,2,3,2.5,2710,6174,2,0,0,3,9,2710,0,47.512,-122.174,2730,7266,17,0,1
525000,3,16,3,1.75,1330,8136,1,0,0,4,7,1330,0,47.7001,-122.173,1330,8136,38,0,1
765000,1,7,3,3.25,3190,5283,2,0,0,3,9,3190,0,47.5534,-122.002,2950,5198,8,0,1
425000,4,21,5,2,2500,7804,1,0,0,3,7,1570,930,47.5031,-122.348,1170,7676,94,0,1
508300,3,19,3,1,1160,5969,1,0,0,3,7,880,280,47.6844,-122.306,1550,5120,85,0,1
450000,7,1,3,1.75,1400,13775,1,0,0,3,8,1400,0,47.7413,-122.259,2200,10450,52,0,1
563000,4,22,3,2,1380,5000,1,0,0,4,7,1380,0,47.6807,-122.369,1350,5000,98,0,1
1400000,12,11,5,3.75,3700,7920,3,0,4,3,9,2900,800,47.6865,-122.266,2860,6360,32,0,1
577500,5,3,2,1,1640,5515,1,0,0,4,7,940,700,47.6912,-122.334,2054,5515,89,0,1
569500,7,30,4,2.5,2340,8248,2,0,0,3,8,2340,0,47.6314,-122.03,2140,9963,26,0,1
465000,11,12,3,3.25,1510,1850,2,0,2,3,8,1230,280,47.6683,-122.362,1540,1840,14,0,1
2250000,7,25,3,4.25,5150,7800,2,0,2,3,11,4170,980,47.6288,-122.282,4270,7800,61,0,1
525000,3,24,3,1,1640,6180,1,0,0,4,7,1640,0,47.5682,-122.284,1540,6180,69,0,1
414000,7,17,5,3,3045,5030,2,0,0,3,8,3045,0,47.4386,-122.127,3045,5322,16,0,1
350000,10,28,4,2.25,2390,13002,2,0,0,3,8,2390,0,47.3111,-122.35,2450,11200,28,0,1
960000,3,30,3,2.5,1730,4102,3,1,4,3,8,1730,0,47.645,-122.084,2340,16994,19,0,1
429000,6,16,5,2.5,2340,4500,2,0,0,3,7,2340,0,47.4911,-122.154,2190,4500,6,0,1
325000,11,4,3,1,1160,9525,1,0,0,4,7,1160,0,47.7431,-122.073,1160,10640,47,0,1
460000,5,8,3,3,1520,7500,1,0,0,3,7,1180,340,47.7276,-122.181,2080,8000,48,0,1
1289990,2,2,5,4,4360,8030,2,0,0,3,10,4360,0,47.5923,-121.973,3570,6185,0,0,1
210750,4,1,4,1.5,1840,7076,1,0,0,3,7,1840,0,47.5185,-122.345,1510,7320,58,0,1
655000,10,8,4,2.5,2570,4412,2,0,0,3,9,2570,0,47.7076,-122.232,2460,5470,14,0,1
415000,5,5,3,2.25,1620,998,2,0,0,3,8,1540,80,47.5401,-122.027,1620,1299,5,0,1
524000,5,5,3,1.75,1560,5520,1,0,0,4,6,780,780,47.6515,-122.399,1470,6000,71,0,1
609850,12,30,2,2.75,1910,1369,3,0,0,3,9,1910,0,47.6544,-122.373,1910,1879,13,0,1
1175000,10,23,4,3.5,4150,49503,2,0,0,3,11,4150,0,47.6746,-122.018,3330,60137,12,0,1
515000,12,23,5,1.75,1880,48787,2,0,0,3,6,1880,0,47.5094,-122.165,1690,8401,93,0,1
205000,4,21,3,1,1300,9880,1,0,0,4,7,1300,0,47.3352,-122.297,2140,9600,56,0,1
989990,10,16,4,3.5,3830,7150,2,0,0,3,9,3830,0,47.7049,-122.126,3640,6055,1,0,1
2400000,6,4,5,3.25,3410,9088,2,0,3,3,9,2760,650,47.6285,-122.361,3540,7100,103,0,1
545000,6,6,4,2.5,2040,6034,2,0,0,3,7,2040,0,47.6952,-122.323,1380,5986,25,0,1
399000,11,25,2,1,700,3400,1,0,0,3,6,700,0,47.6212,-122.296,1570,4512,69,0,1
935000,1,22,5,3,2700,5001,2,0,0,3,10,2700,0,47.6811,-122.288,1610,5191,6,0,1
330000,6,13,3,2.5,1070,1155,2,0,0,3,7,720,350,47.5617,-122.385,1120,2594,10,0,1
440000,2,3,3,2.5,2160,3738,2,0,0,3,8,2160,0,47.5661,-122.375,1500,4000,21,0,1
300000,7,7,4,3,2200,10800,1,0,0,3,6,2200,0,47.4476,-122.169,1430,10800,55,0,1
467000,5,11,3,1,1220,8040,1,0,0,3,7,1220,0,47.7133,-122.308,1360,8040,50,0,1
462000,11,5,3,2.75,1890,2614,2,0,0,4,9,1890,0,47.6102,-122.114,1800,2769,36,0,1
409950,9,2,4,3,2430,7163,2,0,0,3,8,2430,0,47.3558,-122.013,2430,6028,12,0,1
436000,12,9,3,2.25,1770,8000,1,0,0,4,7,1350,420,47.7358,-122.17,1850,7875,39,0,1
405000,4,9,4,2.5,2670,20894,2,0,0,3,9,2330,340,47.7735,-122.281,2440,15815,13,0,1
410000,6,27,3,1,2710,19000,2,0,3,4,7,2710,0,47.4462,-122.359,2150,19000,65,0,1
378000,6,16,5,2.5,2760,8015,1,0,0,4,8,1600,1160,47.7255,-122.297,460,18000,55,0,1
244500,10,10,2,1,910,9000,1,0,0,3,5,910,0,47.526,-121.81,1290,9000,92,0,1
333490,7,8,4,2.5,2250,3916,2,0,0,3,8,2250,0,47.3413,-122.18,2156,3920,1,0,1
715000,2,27,4,3.25,2630,7770,2,0,0,3,9,2630,0,47.5459,-122.377,1370,7770,1,0,1
411000,6,2,4,2.75,2150,9915,1,0,0,5,8,1240,910,47.5378,-122.17,1980,9325,39,0,1
465000,4,9,3,2.5,2050,15035,2,0,0,3,9,2050,0,47.3619,-122.122,1300,15836,9,0,1
350000,2,23,3,1,1080,7000,1,0,0,4,6,1080,0,47.7637,-122.351,1410,7214,99,0,1
250000,8,5,3,1,990,8100,1,0,0,3,6,990,0,47.4839,-122.341,1210,8100,66,0,1
412500,8,1,3,1.75,1530,6300,1,0,0,3,6,1530,0,47.516,-122.375,920,6300,73,1,0
3200000,9,23,6,5,7100,18200,2,0,0,3,13,5240,1860,47.6427,-122.408,3130,6477,82,1,0
405000,5,27,3,1.75,1980,8100,1,0,0,4,7,1310,670,47.7353,-122.331,1450,8212,66,0,1
1200000,8,27,4,3.5,4560,16643,1,0,3,3,12,2230,2330,47.5521,-122.115,4060,15177,20,0,1
575000,9,4,5,1.75,2980,53578,1,0,0,4,9,2230,750,47.4908,-122.059,2860,75546,39,0,1
470000,9,26,3,2.75,2770,54707,1,0,0,3,8,2370,400,47.7555,-122.289,1640,54707,77,0,1
747000,5,4,2,1,990,4000,1,0,0,4,7,990,0,47.6589,-122.341,1560,4000,104,0,1
1500000,3,19,5,3.25,2590,11500,1,0,2,4,9,2590,0,47.545,-122.229,2780,11989,47,0,1
296475,7,7,3,2.5,1520,4170,2,0,0,3,7,1520,0,47.3842,-122.04,1560,4237,11,0,1
217000,7,31,3,1,1000,12000,1,0,0,3,7,1000,0,47.3321,-122.346,1490,14940,56,0,1
295000,5,15,3,1.5,850,2500,1,0,0,3,7,850,0,47.5677,-122.36,850,5000,29,0,1
208000,2,3,3,1,1020,6120,1,0,0,4,7,1020,0,47.278,-122.205,1370,8000,48,0,1
428000,2,18,4,2,1300,7200,1,0,0,3,7,1300,0,47.6169,-122.294,1540,6600,57,0,1
708000,4,29,2,1,1120,5250,1,0,0,3,7,950,170,47.6496,-122.392,1510,5250,77,0,1
339000,5,19,4,2.5,1830,8601,2,0,0,3,7,1830,0,47.3576,-122.016,1830,5184,12,0,1
225000,8,13,4,1,1150,6000,1,0,0,3,6,1150,0,47.562,-122.283,840,3030,108,0,1
382000,7,16,3,1.75,1790,7679,1,0,0,4,7,1790,0,47.7442,-122.338,1560,7680,62,0,1
398000,7,24,4,2.5,2050,14724,2,0,0,3,7,2050,0,47.73,-121.969,1920,12841,26,0,1
210000,11,13,3,1.75,1260,6223,1,0,0,3,7,820,440,47.3574,-122.158,1260,6553,32,0,1
344950,9,23,4,1.75,2240,7500,1,0,0,4,7,1120,1120,47.7466,-122.34,1440,7500,59,0,1
230000,4,2,5,2,1210,12538,2,0,0,3,7,1210,0,47.2848,-122.361,1510,7700,33,0,1
753000,12,9,4,2.5,3060,8167,2,0,0,3,9,3060,0,47.5521,-121.989,2930,4800,10,0,1
256000,1,2,3,2.5,1570,5113,1,0,0,3,7,1090,480,47.3327,-122.29,1570,5150,19,0,1
380000,6,20,3,1.5,1520,4288,1,0,0,3,7,1020,500,47.5284,-122.387,1660,4288,66,0,1
265500,11,14,3,1,1860,9225,1,0,0,3,7,1860,0,47.3904,-122.3,1740,12204,58,0,1
895000,3,2,4,1.5,3390,6200,2,0,0,4,8,2530,860,47.58,-122.29,3080,6000,99,0,1
496000,3,4,3,1.5,2520,37616,1,0,0,3,8,2520,0,47.4777,-121.763,1470,33750,60,0,1
675000,6,23,4,2.5,2810,11120,2,0,0,3,9,2810,0,47.6337,-122.044,3100,12672,33,0,1
390000,12,8,3,1.5,1000,13991,1,0,0,4,7,1000,0,47.5643,-122.138,1520,11465,59,0,1
2260000,2,9,3,3.5,3110,14872,1,0,0,3,10,3110,0,47.6178,-122.209,3110,12433,12,0,1
390000,3,11,3,2.5,2480,53250,2,0,0,3,9,2480,0,47.3323,-122.079,2510,36549,25,0,1
907500,6,4,4,2.5,2770,8642,2,0,0,4,9,2770,0,47.6599,-122.146,2670,9000,28,0,1
299000,7,22,2,1,1070,189486,1,0,0,3,6,1070,0,47.7199,-122.085,1970,60548,73,0,1
312500,1,21,3,1.75,1490,9493,1,0,0,4,8,1490,0,47.4514,-122.134,2440,9600,39,0,1
555750,2,16,3,1,1060,4880,1,0,0,2,6,910,150,47.5545,-122.288,1200,4880,102,0,1
380000,4,11,3,3.25,2090,51212,1,0,0,3,8,1510,580,47.3097,-122.099,2690,40820,26,0,1
475300,5,29,3,1,2110,10005,1,0,0,5,7,1110,1000,47.688,-122.168,1360,9827,91,0,1
605000,7,3,4,2.5,2800,10786,1,0,0,3,8,1420,1380,47.5959,-122.116,2140,10788,45,0,1
410000,8,26,3,2,1740,9300,1,0,0,4,7,1740,0,47.4526,-122.357,1540,9638,63,0,1
565000,12,11,3,2.25,2560,8040,1,0,0,3,8,1510,1050,47.7124,-122.303,1980,8040,57,0,1
305000,3,7,3,1,910,8008,1,0,0,3,7,910,0,47.726,-122.22,1480,7404,44,0,1
430000,1,2,3,2.5,1950,4949,2,0,0,3,7,1950,0,47.5155,-121.87,2200,5740,6,0,1
780000,7,11,3,3.5,3190,6776,2,0,0,3,10,3190,0,47.6348,-122.064,3230,7189,17,0,1
272000,8,5,3,1.5,1380,11760,1,0,0,4,7,1380,0,47.4243,-122.202,1650,9855,52,0,1
650000,7,3,3,1.5,1380,4500,1,0,0,5,7,1380,0,47.5866,-122.25,1590,9000,55,0,1
250000,1,14,3,1,1040,8000,1,0,0,4,7,1040,0,47.4711,-122.35,1170,9450,59,0,1
260000,6,25,5,2.5,2025,7760,2,0,0,3,7,2025,0,47.2671,-122.256,1664,9000,8,0,1
700000,7,9,3,1,1410,7200,2,0,0,4,6,1410,0,47.5924,-122.302,1640,7200,114,0,1
255000,7,22,4,2.75,1760,9222,1,0,0,3,7,1140,620,47.3099,-122.362,1800,9222,44,0,1
294000,4,2,3,1,1250,9427,1,0,0,3,6,1250,0,47.7254,-122.175,1590,8250,84,0,1
459800,11,18,3,2,1690,16061,1,0,0,3,7,1690,0,47.6359,-122.035,1280,12436,31,0,1
275000,11,7,4,1.5,1610,6923,1,0,0,3,6,1010,600,47.3747,-122.306,1320,7684,46,0,1
430000,12,11,4,2.25,2020,4840,1,0,0,5,8,1200,820,47.5576,-122.376,1410,4840,90,0,1
580000,1,7,5,2,2600,3750,1,0,0,4,6,1400,1200,47.6691,-122.299,1700,3750,101,0,1
490000,7,15,4,2.25,2800,10800,1,0,0,3,8,1680,1120,47.7448,-122.177,2260,9800,38,0,1
563000,7,1,4,1,1410,3376,1,0,0,5,7,1410,0,47.6606,-122.365,1040,3600,104,0,1
275000,1,28,4,2.5,2120,6754,2,0,0,3,7,2120,0,47.3629,-122.184,2120,6937,17,0,1
2510000,4,7,3,3.25,5480,57990,2,1,4,3,11,5480,0,47.4558,-122.371,2500,22954,24,0,1
295000,11,17,4,2,1810,42981,1,0,0,4,7,1810,0,47.5597,-121.85,1980,113691,42,0,1
900000,10,20,4,2,1190,8190,1,0,0,3,7,1190,0,47.6908,-122.397,1190,1567,70,0,1
1285000,7,30,4,3.5,4080,14450,2,0,2,3,12,3210,870,47.5519,-122.106,4080,12114,17,0,1
